shapeid,lon,lat,Provider N,Network,Facility N,Address Li,City,State,Zip,County,Chain Orga,Profit or,Certificat,# of Dialy,Offers in-,addrtype,addrlocat
224,-117.9561342,34.0867166,552501,18,ADVANCED DIALYSIS CENTER,3932 DOWNING AVENUE,BALDWIN PARK,CA,91706,LOS ANGELES,INDEPENDENT,Profit,3/5/2003,18,TRUE,premise,ROOFTOP
225,-118.1481542,34.6335986,52699,18,HIGH DESERT HEMODIALYSIS,"1007 W. AVENUE M-14, SUITE B",PALMDALE,CA,93551,LOS ANGELES,INDEPENDENT,Profit,9/5/1990,10,TRUE,subpremise,ROOFTOP
226,-122.32677,37.961434,552779,17,DAVITA EL SOBRANTE,3380 SAN PABLO DAM RD STE. C-D,SAN PABLO,CA,94803,CONTRA COSTA,DAVITA,Profit,8/27/2015,20,TRUE,establishment,GEOMETRIC_CENTER
227,-121.5599444,38.5741633,552591,17,WEST SACRAMENTO DIALYSIS CLINIC,3450 INDUSTRIAL BOULEVARD SUITE 100,WEST SACRAMENTO,CA,95691,YOLO,DAVITA,Profit,11/7/2007,21,TRUE,subpremise,ROOFTOP
228,-123.1975192,39.1497692,552689,17,DCI UKIAH,275 S ORCHARD,UKIAH,CA,95482,MENDOCINO,"DIALYSIS CLINIC, INC.",Non-Profit,12/16/2011,14,TRUE,street_address,ROOFTOP
229,-122.2680916,37.8169058,52721,17,RAI PERALTA,2757 TELEGRAPH AVENUE,OAKLAND,CA,94612,ALAMEDA,FRESENIUS MEDICAL CARE,Profit,2/12/1992,27,TRUE,premise,ROOFTOP
230,-116.9731465,32.8085494,52740,18,FMC-RAI-FLETCHER PARKWAY-EL CAJON,858 FLETCHER PARKWAY,EL CAJON,CA,92020,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,10/1/1987,22,TRUE,subpremise,ROOFTOP
231,-117.9464785,33.83302,552676,18,DAVITA-ANAHEIM WEST DIALYSIS,1821 W. LINCOLN AVENUE,ANAHEIM,CA,92801,ORANGE,DAVITA,Profit,5/17/2011,20,TRUE,subpremise,ROOFTOP
232,-121.8732052,38.0082871,552664,17,DELTA VIEW DIALYSIS CENTER,1150 E LELAND ROAD,PITTSBURG,CA,94565,CONTRA COSTA,DAVITA,Profit,12/17/2010,20,TRUE,premise,ROOFTOP
233,-122.6456591,38.2571597,52624,17,FMC PETALUMA,"715 SOUTH POINT BLVD., SUITE A",PETALUMA,CA,94954,SONOMA,FRESENIUS MEDICAL CARE,Profit,8/14/1985,17,TRUE,subpremise,ROOFTOP
234,-122.1634734,37.7354288,52742,17,RAI E. 14TH,198 EAST 14TH ST,SAN LEANDRO,CA,94577,ALAMEDA,RENAL ADVANTAGE,Profit,1/11/1994,21,TRUE,premise,ROOFTOP
235,-118.1631466,34.6907974,52521,18,DAVITA-ANTELOPE VALLEY DIALYSIS,"1759 W. AVENUE J, SUITE 102",LANCASTER,CA,93534,LOS ANGELES,DAVITA,Profit,8/4/1977,30,TRUE,subpremise,ROOFTOP
236,-122.2320251,37.7814217,52534,17,RAI - EAST BAY - OAKLAND,"2628 INTERNATIONAL BLVD, STE 100",OAKLAND,CA,94601,ALAMEDA,FRESENIUS MEDICAL CARE,Profit,8/15/1977,27,TRUE,subpremise,ROOFTOP
237,-121.4070436,38.4099147,552542,17,RAI ELK GROVE BLVD.,8139 ELK GROVE BOULEVARD SUITE 200,ELK GROVE,CA,95758,SACRAMENTO,RENAL ADVANTAGE,Profit,1/28/2005,24,TRUE,subpremise,ROOFTOP
238,-121.463918,38.4987967,52569,17,SOUTH SACRAMENTO DIALYSIS CENTER,7000 FRANKLIN BLVD. #880,SACRAMENTO,CA,95823,SACRAMENTO,DAVITA,Profit,12/19/1980,18,TRUE,subpremise,ROOFTOP
239,-117.986013,34.1428861,52782,18,"MOUNTAIN VIEW DIALYSIS CENTER, INC.",900 S. MOUNTAIN AVENUE,MONROVIA,CA,91016,LOS ANGELES,INDEPENDENT,Profit,5/1/1996,24,TRUE,premise,ROOFTOP
240,-119.6510464,36.3272526,52628,18,DAVITA-HANFORD DIALYSIS,402 W. EIGHTH STREET,HANFORD,CA,93230,KINGS,DAVITA,Profit,8/5/1985,20,TRUE,premise,ROOFTOP
241,-117.1162262,32.7139776,52799,18,DAVITA-SAN DIEGO SOUTH DIALYSIS,"995 GATEWAY CENTER WAY, SUITE 101",SAN DIEGO,CA,92102,SAN DIEGO,DAVITA,Profit,2/28/1997,17,TRUE,subpremise,ROOFTOP
242,-121.400607,38.6189089,552587,17,WELLBOUND OF SACRAMENTO,2610 EL PASEO LANE SUITE F19,SACRAMENTO,CA,95821,SACRAMENTO,SATELLITE HEALTHCARE,Non-Profit,10/4/2007,4,TRUE,subpremise,ROOFTOP
243,-119.059448,35.3658437,52673,18,DAVITA-BAKERSFIELD DIALYSIS CENTER,5143 OFFICE PARK DRIVE,BAKERSFIELD,CA,93309,KERN,DAVITA,Profit,8/18/1988,76,TRUE,street_address,ROOFTOP
244,-117.4733948,33.8984062,52848,18,FMC-RIVERSIDE,"3470 LA SIERRA AVENUE, SUITE E",RIVERSIDE,CA,92503,RIVERSIDE,FRESENIUS MEDICAL CARE,Profit,7/16/1999,26,TRUE,subpremise,ROOFTOP
245,-118.8641406,34.2781925,552728,18,DAVITA-MOORPARK DIALYSIS CENTER,"883 PATRIOT DRIVE, SUITE C",MOORPARK,CA,93021,VENTURA,DAVITA,Profit,3/21/2013,20,TRUE,subpremise,ROOFTOP
246,-122.110598,37.9930507,52403,17,KAISER PERMANENTE MARTINEZ,"200 MUIR ROAD, HACIENDA BUILDING, SECOND FLOOR",MARTINEZ,CA,94553,CONTRA COSTA,KAISER PERMANENTE,Non-Profit,2/16/2010,0,FALSE,establishment,ROOFTOP
247,-122.2913064,37.8529138,52651,17,US RENAL CARE BERKELEY,2895 7TH STREET,BERKELEY,CA,94710,ALAMEDA,DIVERSIFIED SPECIALTY INSTITUTES (DSI),Profit,12/3/1986,24,TRUE,premise,ROOFTOP
248,-117.213475,32.9214374,552561,18,FMC-LA JOLLA,"4765 CARMEL MOUNTAIN ROAD, SUITE 100",SAN DIEGO,CA,92130,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,11/27/2006,24,TRUE,subpremise,ROOFTOP
249,-122.1667936,37.7222611,552600,17,WELLBOUND OF SAN LEANDRO,1040 DAVIS STREET SUITE 101,SAN LEANDRO,CA,94577,ALAMEDA,SATELLITE HEALTHCARE,Non-Profit,7/17/2008,0,TRUE,subpremise,ROOFTOP
250,-122.0292324,37.9299255,552611,17,WALNUT CREEK AT HOME,400 N WIGET LANE,WALNUT CREEK,CA,94598,CONTRA COSTA,DAVITA,Profit,10/31/2008,3,TRUE,street_address,RANGE_INTERPOLATED
251,-117.1147555,32.7136667,52678,18,FMC-GATEWAY DIALYSIS CENTER-EAST,"720 GATEWAY CENTER DRIVE, SUITE B",SAN DIEGO,CA,92102,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,1/20/1989,24,TRUE,subpremise,ROOFTOP
252,-118.1735673,34.0225745,52725,18,DAVITA-DOCTORS DIALYSIS CENTER OF EAST LOS ANGELES,950 S. EASTERN AVENUE,EAST LOS ANGELES,CA,90022,LOS ANGELES,DAVITA,Profit,7/15/1992,32,TRUE,premise,ROOFTOP
253,-118.3008051,34.0977767,52323,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- SUNSET,"DIALYSIS UNIT 4700 SUNSET BLVD., 2ND FLOOR",LOS ANGELES,CA,90027,LOS ANGELES,KAISER PERMANENTE,Non-Profit,7/25/1977,30,TRUE,establishment,ROOFTOP
254,-117.160344,33.5290857,52735,18,DAVITA-TEMECULA DIALYSIS CENTER,"40945 COUNTY CENTER DRIVE, SUITE G",TEMECULA,CA,92591,RIVERSIDE,DAVITA,Profit,10/6/1993,18,TRUE,subpremise,ROOFTOP
255,-118.3442772,33.9657419,52882,18,FMC-WEST LOS ANGELES,"301 N. PRAIRIE AVENUE, SUITE 100",INGLEWOOD,CA,90301,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,3/12/2002,21,TRUE,subpremise,ROOFTOP
256,-118.1868209,33.9669564,52761,18,DAVITA-PREMIER DIALYSIS CENTER,7612 ATLANTIC AVENUE,CUDAHY,CA,90201,LOS ANGELES,DAVITA,Profit,4/11/1995,36,TRUE,premise,ROOFTOP
257,-118.0991663,34.0645101,552583,18,U.S. RENAL CARE ROSEMEAD DIALYSIS,3100 DEL MAR AVENUE,ROSEMEAD,CA,91770,LOS ANGELES,"US RENAL CARE, INC.",Profit,9/24/2007,18,TRUE,premise,ROOFTOP
258,-121.9372923,37.3239305,552738,17,STEVENS CREEK DIALYSIS CENTER,275 DI SALVO AVE,SAN JOSE,CA,95128,SANTA CLARA,DAVITA,Profit,11/26/2013,24,TRUE,premise,ROOFTOP
259,-118.0556581,34.1320309,552787,18,DAVITA-ARCADIA OAKS DIALYSIS,"721 W HUNTINGTON DRIVE, SUITE A-D",ARCADIA,CA,91007,LOS ANGELES,DAVITA,Profit,5/2/2016,20,TRUE,establishment,ROOFTOP
260,-118.3107115,33.7975234,52715,18,U.S. RENAL CARE LOMITA DIALYSIS,1830 LOMITA BLVD.,LOMITA,CA,90717,LOS ANGELES,"US RENAL CARE, INC.",Profit,9/25/1991,21,TRUE,establishment,ROOFTOP
261,-118.1337091,33.9376336,552639,18,DAVITA-IOWA STREET DIALYSIS,"8333 IOWA STREET, SUITE 100",DOWNEY,CA,90241,LOS ANGELES,DAVITA,Profit,9/25/2009,21,TRUE,subpremise,ROOFTOP
262,-121.6340588,39.1614436,52877,17,YUBA SUTTER DIALYSIS,2115 EAST ONSTOTT ROAD,YUBA CITY,CA,95991,SUTTER,AMERICAN RENAL ASSOCIATES,Profit,11/20/2001,21,TRUE,premise,ROOFTOP
263,-120.8497585,37.5014305,552528,17,TURLOCK DIALYSIS CLINIC,50 WEST SYRACUSE AVENUE,TURLOCK,CA,95380,STANISLAUS,DAVITA,Profit,8/25/2004,16,TRUE,premise,ROOFTOP
264,-121.777638,36.930225,52629,17,SATELLITE DIALYSIS,40 PENNY LANE SUITE 1,WATSONVILLE,CA,95076,SANTA CRUZ,SATELLITE HEALTHCARE,Non-Profit,8/29/1985,21,TRUE,subpremise,ROOFTOP
265,-117.3488855,34.0700803,552791,18,DAVITA-COLTON RANCH DIALYSIS,"1405 VALLEY BLVD., SUITE 100",COLTON,CA,92324,SAN BERNARDINO,DAVITA,Profit,4/21/2016,32,TRUE,subpremise,ROOFTOP
266,-122.2665199,37.8605817,52587,17,BERKELEY DIALYSIS CENTER,2655 SHATTUCK AVE,BERKELEY,CA,94704,ALAMEDA,DAVITA,Profit,4/4/1983,23,TRUE,premise,ROOFTOP
267,-122.3099987,37.5480285,552582,17,WELLBOUND OF SAN MATEO,2000 SOUTH EL CAMINO REAL 2ND FLOOR,SAN MATEO,CA,94403,SAN MATEO,SATELLITE HEALTHCARE,Non-Profit,7/12/2007,4,TRUE,subpremise,ROOFTOP
268,-116.9733765,32.6443446,552546,18,HOME DIALYSIS THERAPIES OF SAN DIEGO-SOUTH,"2060 OTAY LAKES ROAD, SUITE 120",CHULA VISTA,CA,91915,SAN DIEGO,INDEPENDENT,Profit,7/13/2005,3,TRUE,subpremise,ROOFTOP
269,-120.937542,37.6111999,552803,17,SATELLITE HEALTHCARE CERES,1372 MITCHELL ROAD,MODESTO,CA,95351,STANISLAUS,SATELLITE HEALTHCARE,Non-Profit,1/9/2017,25,TRUE,street_address,ROOFTOP
270,-117.166135,32.7542698,52818,18,UCSD DIALYSIS CENTER,UCSD DIALYSIS CENTER - 200 W. ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,INDEPENDENT,Non-Profit,2/17/1998,18,TRUE,establishment,ROOFTOP
271,-122.3091129,37.9125576,52786,17,EL CERRITO DIALYSIS CENTER,10690 SAN PABLO AVENUE,EL CERRITO,CA,94530,CONTRA COSTA,DAVITA,Profit,4/24/1996,20,TRUE,premise,ROOFTOP
272,-117.1794588,33.5992245,52730,18,DAVITA-MURRIETA,"27602 CLINTON KEITH ROAD, BLDG F",MURRIETA,CA,92562,RIVERSIDE,DAVITA,Profit,5/31/1993,24,TRUE,subpremise,ROOFTOP
273,-121.0357497,37.6713573,52888,17,PARKWAY KIDNEY CENTER,"2200 PLAZA PARKWAY,  SUITE B1-B4",MODESTO,CA,95350,STANISLAUS,INNOVATIVE DIALYSIS SYSTEMS,Profit,9/4/2002,24,TRUE,subpremise,ROOFTOP
274,-121.288922,38.1254127,552576,17,TOKAY HOME DIALYSIS CENTER,777 SOUTH HAM DRIVE SUITE L,LODI,CA,95242,SAN JOAQUIN,DAVITA,Profit,4/19/2007,0,TRUE,subpremise,ROOFTOP
275,-123.7985119,39.4321738,552566,17,FORT BRAGG DIALYSIS DCI,512  CYPRESS STREET,FORT BRAGG,CA,95437,MENDOCINO,"DIALYSIS CLINIC, INC.",Non-Profit,11/15/2006,10,TRUE,premise,ROOFTOP
276,-118.3773761,34.0442567,52809,18,U.S. RENAL CARE WEST LOS ANGELES DIALYSIS,1801 S. LA CIENEGA BLVD.,LOS ANGELES,CA,90035,LOS ANGELES,"US RENAL CARE, INC.",Profit,9/3/1997,22,TRUE,premise,ROOFTOP
277,-121.2867,37.968711,552704,17,SATELLITE DIALYSIS STOCKTON - UNIVERSITY PARK,590 E HARDING WAY,STOCKTON,CA,95204,SAN JOAQUIN,SATELLITE HEALTHCARE,Non-Profit,11/8/2012,25,TRUE,street_address,ROOFTOP
278,-118.5429405,34.3809524,552819,18,"SANTA CLARITA DIALYSIS, LLC",23421 LYONS AVENUE,VALENCIA,CA,91355,LOS ANGELES,INDEPENDENT,Profit,10/16/2017,27,TRUE,street_address,ROOFTOP
279,-121.7004405,37.9385946,552512,17,FMC DIABLO BRENTWOOD,4510 OHARA AVENUE SUITE B,BRENTWOOD,CA,94513,CONTRA COSTA,FRESENIUS MEDICAL CARE,Profit,10/28/2003,18,TRUE,subpremise,ROOFTOP
280,-118.3234102,33.9295042,52670,18,DAVITA-IMPERIAL DIALYSIS,2738 W. IMPERIAL HIGHWAY,INGLEWOOD,CA,90303,LOS ANGELES,DAVITA,Profit,5/19/1988,30,TRUE,subpremise,ROOFTOP
281,-117.6525142,33.5026198,52648,18,DAVITA-SAN JUAN CAPISTRANO SOUTH DIALYSIS,"31736 RANCHO VIEJO ROAD, SUITE B",SAN JUAN CAPISTRANO,CA,92675,ORANGE,DAVITA,Profit,8/1/1986,18,TRUE,subpremise,ROOFTOP
282,-117.2606765,34.0468879,52550,18,LOMA LINDA UNIVERSITY KIDNEY CENTER,11375 ANDERSON STREET,LOMA LINDA,CA,92354,SAN BERNARDINO,INDEPENDENT,Non-Profit,12/2/1977,19,TRUE,premise,ROOFTOP
283,-122.2486385,38.0942566,552572,17,CARQUINEZ DIALYSIS CENTER,125 CORPORATE PLACE SUITE C,VALLEJO,CA,94590,SOLANO,DAVITA,Profit,1/12/2007,21,TRUE,subpremise,ROOFTOP
284,-122.1738746,37.4360801,52390,17,LUCILE PACKARD STANFORD PEDIATRIC DIALYSIS,725 WELCH ROAD PEDIATRIC DIALYSIS  RM 1229,PALO ALTO,CA,94304,SANTA CLARA,INDEPENDENT,Non-Profit,4/13/1995,6,TRUE,subpremise,ROOFTOP
285,-117.8690544,33.7795385,552609,18,SATELLITE HEALTHCARE ORANGE,1518 W. LA VETA AVENUE,ORANGE,CA,92868,ORANGE,SATELLITE HEALTHCARE,Non-Profit,12/29/2008,24,TRUE,premise,ROOFTOP
286,-118.1709137,34.6996678,52890,18,FMC-ANTELOPE VALLEY,"44950 VALLEY CENTRAL WAY, SUITE 108",LANCASTER,CA,93536,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,11/20/2002,22,TRUE,subpremise,ROOFTOP
287,-122.6416537,38.9622695,552586,17,CLEARLAKE DIALYSIS CENTER,14400 OLYMPIC DRIVE,CLEARLAKE,CA,95422,LAKE,DAVITA,Profit,10/23/2007,12,TRUE,premise,ROOFTOP
288,-119.2356504,34.2559238,52656,18,FMC-VENTURA,"4567 TELEPHONE ROAD, SUITE 101",VENTURA,CA,93003,VENTURA,FRESENIUS MEDICAL CARE,Profit,2/20/1987,27,TRUE,subpremise,ROOFTOP
289,-117.8376909,33.7449012,52861,18,FMC-SOUTH ORANGE COUNTY,"2020 E. FIRST STREET, SUITE 100",SANTA ANA,CA,92705,ORANGE,FRESENIUS MEDICAL CARE,Profit,6/26/2000,26,TRUE,subpremise,ROOFTOP
290,-121.3074526,38.5736123,552519,17,DCI RANCHO DIALYSIS CLINIC,10294 ROCKINGHAM DRIVE,SACRAMENTO,CA,95827,SACRAMENTO,"DIALYSIS CLINIC, INC.",Non-Profit,12/24/2003,16,TRUE,premise,ROOFTOP
291,-118.2933608,33.8926812,52581,18,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,"1045 W. REDONDO BEACH BLVD., SUITE 105",GARDENA,CA,90247,LOS ANGELES,"US RENAL CARE, INC.",Profit,3/19/1982,17,TRUE,subpremise,ROOFTOP
292,-119.7774818,36.8387255,552645,17,FRESNO AT HOME CENTER,568 E. HERNDON AVENUE SUITE 301,FRESNO,CA,93720,FRESNO,DAVITA,Profit,1/12/2010,0,TRUE,subpremise,ROOFTOP
293,-122.1700815,37.7065113,552720,17,SATELLITE DIALYSIS WEST SAN LEANDRO,2401 MERCED ST SUITE 110,SAN LEANDRO,CA,94577,ALAMEDA,SATELLITE DIALYSIS,Non-Profit,6/19/2013,27,TRUE,subpremise,ROOFTOP
294,-122.1483041,37.4780111,552670,17,SATELLITE DIALYSIS MENLO PARK,1040 HAMILTON COURT,MENLO PARK,CA,94025,SAN MATEO,SATELLITE HEALTHCARE,Non-Profit,3/14/2011,25,TRUE,premise,ROOFTOP
295,-118.1489313,34.0767102,52644,18,FMC-ALHAMBRA,2300 W. VALLEY BLVD.,ALHAMBRA,CA,91803,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,4/14/1986,20,TRUE,premise,ROOFTOP
296,-116.4594984,33.8243494,552700,18,DAVITA-CATHEDRAL CITY DIALYSIS,30885 DATE PALM DRIVE,CATHEDRAL CITY,CA,92234,RIVERSIDE,DAVITA,Profit,10/17/2011,23,TRUE,subpremise,ROOFTOP
297,-118.2505152,33.8319669,52803,18,DAVITA-CARSON DIALYSIS,1309 E. CARSON STREET,CARSON,CA,90745,LOS ANGELES,DAVITA,Profit,4/23/1997,16,TRUE,premise,ROOFTOP
298,-116.943575,33.9287637,552520,18,DAVITA-BANNING DIALYSIS,6090 W. RAMSEY STREET,BANNING,CA,92220,RIVERSIDE,DAVITA,Profit,1/14/2004,18,TRUE,premise,ROOFTOP
299,-119.3468622,36.3211543,53506,18,KAWEAH DELTA DIALYSIS FACILITY,5040 W. TULARE AVENUE,VISALIA,CA,93277,TULARE,INDEPENDENT,Non-Profit,8/22/1977,26,TRUE,street_address,ROOFTOP
300,-115.5804591,32.7810958,552655,18,FMC-IMPERIAL VALLEY HOME THERAPIES,"2205 W. ROSS AVENUE, SUITE 3",EL CENTRO,CA,92243,IMPERIAL,FRESENIUS MEDICAL CARE,Profit,6/18/2010,0,FALSE,subpremise,ROOFTOP
301,-121.4093322,38.4594016,552683,17,CALVINE DIALYSIS CENTER,8243 E STOCKTON BLVD #100,SACRAMENTO,CA,95828,SACRAMENTO,DAVITA,Profit,7/22/2011,24,TRUE,subpremise,ROOFTOP
302,-118.2163407,34.0456581,552742,18,DAVITA-BOYLE HEIGHTS,1936 EAST 1ST STREET,LOS ANGELES,CA,90033,LOS ANGELES,DAVITA,Profit,10/30/2013,27,TRUE,street_address,ROOFTOP
303,-118.951343,35.3938364,52839,18,DAVITA-NORTHEAST BAKERSFIELD DIALYSIS,3761 MALL VIEW ROAD,BAKERSFIELD,CA,93306,KERN,DAVITA,Profit,12/14/1998,36,TRUE,street_address,ROOFTOP
304,-118.8345093,35.2102129,552753,18,DAVITA-ARVIN DIALYSIS,902 BEAR MOUNTAIN BLVD,ARVIN,CA,93203,KERN,DAVITA,Profit,4/3/2014,16,TRUE,premise,ROOFTOP
305,-117.9371198,33.8474329,52734,18,DAVITA-ANAHEIM DIALYSIS,1341 W. LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,DAVITA,Profit,9/27/1993,36,TRUE,premise,ROOFTOP
306,-121.3250031,37.9986088,552523,17,STOCKTON HOME DIALYSIS CENTER,5608 NORTH PERSHING AVE,STOCKTON,CA,95207,SAN JOAQUIN,DAVITA,Profit,7/14/2004,0,FALSE,premise,ROOFTOP
307,-121.1332404,36.2074793,53521,17,MEE MEMORIAL HOSPITAL-DIALYSIS,809 BROADWAY SUITE A,KING CITY,CA,93930,MONTEREY,INDEPENDENT,Non-Profit,3/29/1995,9,TRUE,doctor,ROOFTOP
308,-117.4432473,33.9169078,552678,18,VAN BUREN DIALYSIS,"3595 VAN BUREN BLVD., SUITE 101",RIVERSIDE,CA,92503,RIVERSIDE,INDEPENDENT,Profit,3/17/2011,18,TRUE,subpremise,ROOFTOP
309,-117.2721347,34.0702617,52878,18,FMC-SAN BERNARDINO,"636 E. BRIER DRIVE, SUITE 150",SAN BERNARDINO,CA,92408,SAN BERNARDINO,FRESENIUS MEDICAL CARE,Profit,1/30/2002,21,TRUE,subpremise,ROOFTOP
310,-117.8613171,33.6633563,552789,18,DAVITA-NEWPORT IRVINE DIALYSIS,4300 VON KARMAN,NEWPORT BEACH,CA,92660,ORANGE,DAVITA,Profit,8/17/2016,17,TRUE,premise,ROOFTOP
311,-117.0790864,33.1212886,52525,18,DAVITA-ESCONDIDO DIALYSIS,203 E. SECOND AVENUE,ESCONDIDO,CA,92025,SAN DIEGO,DAVITA,Profit,4/22/1977,19,TRUE,premise,ROOFTOP
312,-119.441139,36.6043917,52612,17,BMA OF CENTRAL VALLEY RURAL DIALYSIS,810 E. MANNING AVE,REEDLEY,CA,93654,FRESNO,FRESENIUS MEDICAL CARE,Profit,2/4/1985,9,TRUE,street_address,ROOFTOP
313,-121.9029513,37.3783992,552712,17,DAVITA SILICON VALLEY HOME TRAINING,"725 RIDDER PARK DR., STE 50",SAN JOSE,CA,95131,SANTA CLARA,DAVITA,Profit,3/12/2013,8,TRUE,subpremise,ROOFTOP
314,-122.0791651,37.3829433,552746,17,SATELLITE DIALYSIS MOUNTAIN VIEW,247 WEST EL CAMINO REAL SUITE 100,MOUNTAIN VIEW,CA,94040,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,4/10/2014,25,TRUE,subpremise,ROOFTOP
315,-119.7774191,36.8374091,552702,17,DAVITA HERNDON DIALYSIS CENTER,"560 E HERNDON AVE, STE 101",FRESNO,CA,93720,FRESNO,DAVITA,Profit,9/26/2012,48,TRUE,subpremise,ROOFTOP
316,-121.1611056,37.4755573,552768,17,"INNOVATIVE DIALYSIS OF PATTERSON, LLC","1700 KEYSTONE PACIFIC PARKWAY, SUITE A-1",PATTERSON,CA,95363,STANISLAUS,INNOVATIVE DIALYSIS SYSTEMS,Profit,10/28/2014,16,TRUE,subpremise,ROOFTOP
317,-121.259752,38.7474429,552771,17,DAVITA ROSEVILLE DIALYSIS CENTER,"1836 SIERRA GARDENS DR., SUITE 150",ROSEVILLE,CA,95661,PLACER,DAVITA,Profit,12/5/2014,24,TRUE,subpremise,ROOFTOP
318,-121.2624131,38.7471368,52578,17,RAI HARDING BLVD,1781 SANTA CLARA DRIVE,ROSEVILLE,CA,95661,PLACER,FRESENIUS MEDICAL CARE,Profit,1/15/1982,15,TRUE,premise,ROOFTOP
319,-117.3548676,34.4257587,552626,18,DAVITA-HESPERIA DIALYSIS CENTER,"14135 MAIN STREET, SUITE 501",HESPERIA,CA,92345,SAN BERNARDINO,DAVITA,Profit,6/17/2009,20,TRUE,subpremise,ROOFTOP
320,-121.4598565,38.5960328,552705,17,NORTH SACRAMENTO DIALYSIS CENTER,251 LATHROP WAY,SACRAMENTO,CA,95815,SACRAMENTO,DAVITA,Profit,11/21/2012,24,TRUE,premise,ROOFTOP
321,-120.0591062,36.7343184,552797,17,"KERMAN DIALYSIS CENTER, LLC",14945 WEST WHITEBRIDGE AVENUE,KERMAN,CA,93630,FRESNO,AMERICAN RENAL ASSOCIATES,Profit,9/30/2016,17,TRUE,street_address,RANGE_INTERPOLATED
322,-122.753843,38.4219579,552550,17,WELLBOUND OF SANTA ROSA,2301 CIRCADIAN WAY SUITE B,SANTA ROSA,CA,95407,SONOMA,SATELLITE HEALTHCARE,Non-Profit,2/24/2006,0,TRUE,subpremise,ROOFTOP
323,-119.7110662,34.4285849,52606,18,"SANTA BARBARA ARTIFICIAL KIDNEY CENTER, LLC",1704 STATE STREET,SANTA BARBARA,CA,93101,SANTA BARBARA,INDEPENDENT,Profit,12/3/1984,16,TRUE,premise,ROOFTOP
324,-116.424209,34.119555,52776,18,DAVITA-HI-DESERT DIALYSIS,"56845 TWENTY-NINE PALMS HIGHWAY,",YUCCA VALLEY,CA,92284,SAN BERNARDINO,DAVITA,Profit,2/6/1996,25,TRUE,street_address,ROOFTOP
325,-118.4494405,34.1608751,552507,18,U.S. RENAL CARE SHERMAN OAKS DIALYSIS,"4955 VAN NUYS BLVD., SUITE 111",SHERMAN OAKS,CA,91403,LOS ANGELES,"US RENAL CARE, INC.",Profit,5/14/2003,19,TRUE,subpremise,ROOFTOP
326,-122.0820579,38.2347555,552522,17,RAI CHADBOURNE,490 CHADBOURNE ROAD STE D,FAIRFIELD,CA,94534,SOLANO,FRESENIUS MEDICAL CARE,Profit,3/10/2004,20,TRUE,subpremise,ROOFTOP
327,-117.9138304,33.774997,52617,18,FMC-RAI-GARDEN GROVE BLVD.-GARDEN GROVE,"12555 GARDEN GROVE BLVD., SUITE 100",GARDEN GROVE,CA,92843,ORANGE,FRESENIUS MEDICAL CARE,Profit,1/1/1987,13,TRUE,subpremise,ROOFTOP
328,-118.3501213,33.9599568,52846,18,FMC-INGLEWOOD,"336 E. HILLCREST AVENUE, SUITE 100",INGLEWOOD,CA,90301,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,6/16/1999,20,TRUE,subpremise,ROOFTOP
329,-121.0290753,39.2198477,52805,17,GRASS VALLEY DIALYSIS CENTER,"36O CROWN POINT CIRCLE, SUITE 210",GRASS VALLEY,CA,95945,NEVADA,DAVITA,Profit,5/2/1997,18,TRUE,establishment,ROOFTOP
330,-118.3789046,33.8533531,52679,18,U.S. RENAL CARE REDONDO BEACH DIALYSIS,514 N. PROSPECT AVENUE,REDONDO BEACH,CA,90277,LOS ANGELES,"US RENAL CARE, INC.",Profit,2/1/1989,7,TRUE,premise,ROOFTOP
331,-117.8781649,34.1280835,552785,18,DAVITA-GLENDORA FOOTHILLS DIALYSIS,"750 WEST ROUTE 66, SUITE Q",GLENDORA,CA,91740,LOS ANGELES,DAVITA,Profit,6/6/2016,24,TRUE,subpremise,ROOFTOP
332,-117.9159754,33.7775997,552527,18,FMC-RAI-HARBOR BLVD.-GARDEN GROVE,"12761 HARBOR BLVD., SUITE I-3",GARDEN GROVE,CA,92840,ORANGE,FRESENIUS MEDICAL CARE,Profit,4/23/2004,25,TRUE,establishment,ROOFTOP
333,-118.0723765,33.9732722,552597,18,DAVITA-SANTA FE SPRINGS DIALYSIS,11147 WASHINGTON BLVD.,WHITTIER,CA,90606,LOS ANGELES,DAVITA,Profit,4/25/2008,16,TRUE,street_address,ROOFTOP
334,-122.2674779,37.8164132,552605,17,RAI OAKLAND HOME PROGRAM 1,2710 TELEGRAPH AVENUE #205,OAKLAND,CA,94612,ALAMEDA,RENAL ADVANTAGE,Profit,7/28/2008,0,TRUE,subpremise,ROOFTOP
